gene_symbol,guide_n,median_guide_lfc,mean_guide_lfc,mean_control_count,low_count_fraction,zero_fraction_control,zero_fraction_treatment,positive_guide_fraction,negative_guide_fraction,neutral_guide_fraction,guide_lfc_mad,guide_lfc_iqr,top2_abs_lfc_mean,leave_one_guide_out_median_sd,strongest_guide_dominance,guide_direction_agreement,absolute_median_guide_lfc,absolute_mean_guide_lfc,signal_direction,is_sensitization_signal,is_neutral_signal,within_screen_effect_percentile,replicate_correlation,control_replicate_correlation,treatment_replicate_correlation,replicate_effect_sd,median_library_size,normalization_method,screen_id,contrast_id,study_id,source_family_id,raw_data_family_id,control_sample_n,treatment_sample_n,baseline_sample_n,paired_replicate_fraction,vehicle_control_present,baseline_control_present,same_infection_split,matched_control,cnv_amplification_risk_assessed,treatment_dose_reported,observed_infection_replicate_count,observed_biological_replicate_count,observed_technical_replicate_count,observed_timepoint_count,library_size_guides,target_gene_count,guides_per_gene_median,nontargeting_guide_count,library_moi,effector_moi,coverage_transduction,coverage_selection,coverage_harvest,infection_replicate_count,antibiotic_selection_days,editing_maturation_days,plasmid_reads_per_guide,plasmid_zero_guide_fraction,plasmid_skew_ratio,screen_reads_per_guide,gdna_fraction_amplified,pcr_cycle_count,exposure_days,recovery_days,endpoint_timepoint_days,minimum_declared_coverage,control_type_vehicle,control_type_untreated,control_type_baseline_t0,control_type_later_timepoint,control_type_sorted_population,control_type_matched_nontargeting,control_type_other,control_type_unknown,screen_scale_genome_wide,selection_strategy_positive_selection,selection_strategy_negative_selection,selection_strategy_bidirectional_selection,selection_strategy_competitive_growth,selection_strategy_marker_sort,selection_strategy_other,selection_strategy_unknown,independent_infection_replicates_declared,design_metadata_completeness,library_size_guides_missing,target_gene_count_missing,guides_per_gene_median_missing,nontargeting_guide_count_missing,library_moi_missing,effector_moi_missing,coverage_transduction_missing,coverage_selection_missing,coverage_harvest_missing,infection_replicate_count_missing,antibiotic_selection_days_missing,editing_maturation_days_missing,plasmid_reads_per_guide_missing,plasmid_zero_guide_fraction_missing,plasmid_skew_ratio_missing,screen_reads_per_guide_missing,gdna_fraction_amplified_missing,pcr_cycle_count_missing,exposure_days_missing,recovery_days_missing,endpoint_timepoint_days_missing,minimum_declared_coverage_missing,paired_replicate_fraction_missing,vehicle_control_present_missing,baseline_control_present_missing,same_infection_split_missing,matched_control_missing,cnv_amplification_risk_assessed_missing,observed_infection_replicate_count_missing,observed_biological_replicate_count_missing,observed_technical_replicate_count_missing,observed_timepoint_count_missing,phenotype_direction,label_code,testing_status
GENE029,4,-0.0644897406996,-0.0322094459964,918.375,0,0,0,0,0,1,0.0202752591723,0.0717235580103,0.0859431036161,0.0221333046941,0.285888207174,0,0.0644897406996,0.0322094459964,neutral,0,1,0.316666666667,0.877309680128,0.815691843001,0.938927517254,0.00101067094559,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE030,4,-0.100987444055,-0.04746955428,745.625,0,0,0,0.25,0.5,0.25,0.0385056547688,0.13051682979,0.145553803842,0.0444482171979,0.307457962167,0.5,0.100987444055,0.04746955428,sensitization,1,0,0.483333333333,0.877309680128,0.815691843001,0.938927517254,0.0265113196292,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE031,4,-0.102074349503,-0.141783891045,744.5,0,0,0,0,0.5,0.5,0.0534122438603,0.105595658127,0.234905676446,0.0144035875514,0.626416597907,0.5,0.102074349503,0.141783891045,sensitization,1,0,0.5,0.877309680128,0.815691843001,0.938927517254,0.0214221596025,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE032,4,-0.0524315773575,-0.0516575724392,780,0,0,0,0,0.5,0.5,0.137163677302,0.272282441786,0.18959525466,0.155127966199,0.348733879855,0.5,0.0524315773575,0.0516575724392,neutral,0,1,0.216666666667,0.877309680128,0.815691843001,0.938927517254,0.157299421007,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE033,4,-0.100555745416,-0.0549480113196,834.625,0,0,0,0.25,0.5,0.25,0.155285582685,0.275831229217,0.326848721128,0.0865308478342,0.393291395701,0.5,0.100555745416,0.0549480113196,sensitization,1,0,0.466666666667,0.877309680128,0.815691843001,0.938927517254,0.12433473003,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE034,4,0.0555843000796,0.0542347923807,901.375,0,0,0,0.5,0,0.5,0.0844567483967,0.146125474923,0.140041048476,0.0696506344551,0.478340931989,0.5,0.0555843000796,0.0542347923807,neutral,0,1,0.266666666667,0.877309680128,0.815691843001,0.938927517254,0.0775110981505,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE035,4,0.0595677338779,0.0615416775816,805.375,0,0,0,0.5,0.5,0,0.226979073806,0.444510466956,0.290494695091,0.248904302927,0.33398141045,0.5,0.0595677338779,0.0615416775816,neutral,0,1,0.3,0.877309680128,0.815691843001,0.938927517254,0.0117126148628,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE036,4,-0.00172990630507,0.0702239287859,969.75,0,0,0,0.5,0.5,0,0.118360562763,0.293336804971,0.27760638859,0.118960028964,0.551435095296,0.5,0.00172990630507,0.0702239287859,neutral,0,1,0.0166666666667,0.877309680128,0.815691843001,0.938927517254,0.00175726432241,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE037,4,-0.00558072153509,0.0218703667667,880.25,0,0,0,0.25,0,0.75,0.0479989491734,0.105749189475,0.12060092295,0.0349864471271,0.563029468589,0.25,0.00558072153509,0.0218703667667,neutral,0,1,0.05,0.877309680128,0.815691843001,0.938927517254,0.0530703922691,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE038,4,0.0161906061721,-0.0455846400848,703.75,0,0,0,0,0.25,0.75,0.0302675051678,0.121649119359,0.154479134916,0.0341864889926,0.711188597702,0.25,0.0161906061721,0.0455846400848,neutral,0,1,0.1,0.877309680128,0.815691843001,0.938927517254,0.120328701816,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE039,4,-0.071220230408,-0.0312757613826,885.375,0,0,0,0.25,0.5,0.25,0.0575224127831,0.12950639011,0.162894255316,0.0369960374849,0.366408260531,0.5,0.071220230408,0.0312757613826,neutral,0,1,0.333333333333,0.877309680128,0.815691843001,0.938927517254,0.148850878721,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE040,4,0.0332741798119,0.0192831123724,715.5,0,0,0,0.5,0.5,0,0.198515927202,0.39740533797,0.240115645956,0.213502216586,0.288705427441,0.5,0.0332741798119,0.0192831123724,neutral,0,1,0.166666666667,0.877309680128,0.815691843001,0.938927517254,0.0207316445394,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE041,4,0.0790425164782,0.041877997847,817.25,0,0,0,0.5,0.25,0.25,0.0881609477093,0.178777199573,0.197199199449,0.0617207451403,0.365463771442,0.5,0.0790425164782,0.041877997847,neutral,0,1,0.383333333333,0.877309680128,0.815691843001,0.938927517254,0.0533692213324,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE042,4,-0.176684234989,-0.101409018759,627,0,0,0,0.25,0.75,0,0.0408354373574,0.145340771049,0.217519672347,0.0337520323689,0.301737981094,0.75,0.176684234989,0.101409018759,sensitization,1,0,0.633333333333,0.877309680128,0.815691843001,0.938927517254,0.0906071207719,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE043,4,-0.0382457629906,0.023554179454,587.25,0,0,0,0.25,0.25,0.5,0.0822599022456,0.1798620415,0.25231749257,0.0413408159317,0.581063861322,0.25,0.0382457629906,0.023554179454,neutral,0,1,0.183333333333,0.877309680128,0.815691843001,0.938927517254,0.165716724743,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE044,4,-0.0579808246116,-0.103210938473,783.5,0,0,0,0,0.25,0.75,0.0578623802056,0.14270540322,0.20630343254,0.0457410475257,0.701422974888,0.25,0.0579808246116,0.103210938473,neutral,0,1,0.283333333333,0.877309680128,0.815691843001,0.938927517254,0.107008685988,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE045,4,0.119559724123,0.158269038954,576.375,0,0,0,1,0,0,0.0173173912211,0.0720830021198,0.214295745006,0.0185402137139,0.462780768363,1,0.119559724123,0.158269038954,resistance,0,0,0.516666666667,0.877309680128,0.815691843001,0.938927517254,0.0748339150108,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE046,4,-0.0952052256497,-0.0672051428587,908.25,0,0,0,0,0,1,0.00135531541067,0.0296213594474,0.0965605410604,0.000307105593637,0.317767187049,0,0.0952052256497,0.0672051428587,neutral,0,1,0.433333333333,0.877309680128,0.815691843001,0.938927517254,0.148043593335,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE047,4,0.0319764404285,-0.0507649560663,708,0,0,0,0.25,0.25,0.5,0.0862935871285,0.174274605164,0.332830345706,0.00605019381347,0.639155733927,0.25,0.0319764404285,0.0507649560663,neutral,0,1,0.15,0.877309680128,0.815691843001,0.938927517254,0.149669634382,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE048,4,-0.00643943005913,-0.0251324298462,832,0,0,0,0,0.25,0.75,0.0443846253122,0.0899044641725,0.0993284111251,0.0309769655209,0.567371712764,0.25,0.00643943005913,0.0251324298462,neutral,0,1,0.0666666666667,0.877309680128,0.815691843001,0.938927517254,0.0461420479864,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE049,4,-0.0389314096261,-0.0356084101354,854.75,0,0,0,0,0.25,0.75,0.0647063340076,0.0900544898985,0.114033510597,0.0254324599531,0.478276068226,0.25,0.0389314096261,0.0356084101354,neutral,0,1,0.2,0.877309680128,0.815691843001,0.938927517254,0.127085247833,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE050,4,-0.0549367974814,-0.0524436566563,1096.375,0,0,0,0,0.25,0.75,0.0434131253895,0.0505212402065,0.0983499228709,0.00532891295309,0.482459266734,0.25,0.0549367974814,0.0524436566563,neutral,0,1,0.25,0.877309680128,0.815691843001,0.938927517254,0.0241682395634,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE051,4,-0.0800607959635,-0.10160977657,1009.625,0,0,0,0.25,0.5,0.25,0.132196220116,0.182390429263,0.278845172903,0.0330766608179,0.560040741797,0.5,0.0800607959635,0.10160977657,neutral,0,1,0.4,0.877309680128,0.815691843001,0.938927517254,0.0141539755418,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE052,4,0.0820380711146,0.0190366057124,1092.75,0,0,0,0.5,0.25,0.25,0.0706137337273,0.18831909902,0.212526498368,0.0631666226553,0.435373742518,0.5,0.0820380711146,0.0190366057124,neutral,0,1,0.416666666667,0.877309680128,0.815691843001,0.938927517254,0.0607418997986,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE053,4,0.00321707325934,0.0352962699837,876.625,0,0,0,0.25,0,0.75,0.0502037288436,0.129220886364,0.11762789034,0.0541992886019,0.562095221368,0.25,0.00321707325934,0.0352962699837,neutral,0,1,0.0333333333333,0.877309680128,0.815691843001,0.938927517254,0.0977697697507,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE054,4,-0.0189941832754,-0.025145847307,813.125,0,0,0,0,0,1,0.017854055912,0.0400449221844,0.0491515672505,0.0185204754627,0.620700334069,0,0.0189941832754,0.025145847307,neutral,0,1,0.133333333333,0.877309680128,0.815691843001,0.938927517254,0.0211055560434,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE055,4,0.151676328407,0.104719946306,997.5,0,0,0,0.75,0.25,0,0.0845013418716,0.150550651627,0.243822520292,0.0220466138416,0.381273024546,0.75,0.151676328407,0.104719946306,resistance,0,0,0.566666666667,0.877309680128,0.815691843001,0.938927517254,0.0129558059203,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE056,4,0.404279258888,0.314244098664,785.875,0,0,0,0.75,0,0.25,0.0270211333794,0.120384548399,0.431300392268,0.00384313760429,0.358226543833,0.75,0.404279258888,0.314244098664,resistance,0,0,0.716666666667,0.877309680128,0.815691843001,0.938927517254,0.0200520231576,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE057,4,-0.232501126914,-0.236093992774,866.5,0,0,0,0,1,0,0.0745857996886,0.1035214456,0.314272658323,0.0292633217699,0.39253583427,1,0.232501126914,0.236093992774,sensitization,1,0,0.666666666667,0.877309680128,0.815691843001,0.938927517254,0.0471856189124,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE058,4,0.237535545078,0.22497837956,747.25,0,0,0,1,0,0,0.0527340348674,0.0896496355977,0.290269579946,0.0281266982536,0.354084223808,1,0.237535545078,0.22497837956,resistance,0,0,0.683333333333,0.877309680128,0.815691843001,0.938927517254,0.0147604960706,218459.5,median_ratio,SYN-SCREEN-04,SYN-SCREEN-04-DRUG-vs-CTRL,SYN-STUDY-04,SYN-SOURCE-FAMILY-04,SYN-FAMILY-04,2,2,0,1,0,1,1,1,0,1,2,2,,1,240,60,4,20,0.25,,525,,395,2,7,7,200,0,4,500,1,22,14,,14,395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
